,customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiplelines,internet_service,online_security,online_backup,device_protection,techsupport,streaming_tv,streaming_movies,contract,paperless,payment_method,monthly_charges,total_charges,churn,probability
4186,2428-ZMCTB,Male,False,False,False,10,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,False,Credit card,19.75,208.25,False,0.8663408850365009
4187,2961-VNFKL,Female,False,True,False,71,True,Yes,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,True,Credit card,25.95,1801.9,False,0.9972881154961872
4188,1768-HNVGJ,Female,True,False,False,45,True,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,True,Electronic check,70.05,3062.45,False,0.8586261631213036
4189,6963-KQYQB,Female,False,True,True,70,True,Yes,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,False,Mailed check,24.05,1764.75,False,0.9979327921626949
4190,5934-RMPOV,Female,False,False,True,22,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,84.75,1816.75,False,0.40550860759891594
4191,1207-BLKSA,Female,False,True,True,52,True,Yes,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,False,Mailed check,23.05,1255.1,False,0.9944848420923124
4192,4088-YLDSU,Male,False,True,False,55,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,True,Electronic check,104.15,5743.05,True,0.7430179663705976
4193,8316-BBQAY,Female,False,False,False,65,False,NO_PHONE,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,False,Credit card,59.95,3921.1,False,0.987897491674079
4194,1166-PQLGG,Female,False,True,True,72,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,False,Bank transfer,19.55,1463.45,False,0.9986101202564521
4195,3146-JTQHR,Male,False,True,False,10,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,One year,False,Bank transfer,19.6,189.45,False,0.9202918810911371
4196,4291-YZODP,Female,False,False,True,7,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,One year,False,Mailed check,20.05,96.8,False,0.9322971985647658
4197,4395-PZMSN,Male,True,False,False,5,True,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,85.55,408.5,False,0.2666374527900731
4198,6427-FEFIG,Female,False,True,True,24,True,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,False,Credit card,78.6,1846.65,False,0.9350977304853132
4199,0017-IUDMW,Female,False,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card,116.8,8456.75,False,0.9557228842405817
4200,8706-HRADD,Male,False,False,False,21,False,NO_PHONE,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,True,Mailed check,43.55,1011.5,False,0.7622176448766178
4201,9955-QOPOY,Male,False,True,False,69,False,NO_PHONE,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,True,Credit card,60.8,4263.4,False,0.967315353550336
4202,4385-ZKVNW,Male,False,True,True,44,True,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,True,Bank transfer,54.9,2549.1,False,0.9403499739869331
4203,5446-DKWYW,Female,True,True,True,61,True,Yes,DSL,No,No,Yes,No,Yes,No,One year,True,Electronic check,65.2,3965.05,False,0.9305983412808565
4204,2034-CGRHZ,Male,True,False,False,24,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Credit card,102.95,2496.7,True,0.33361590556428067
4205,5797-APWZC,Female,False,False,False,1,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,False,Electronic check,90.6,90.6,True,0.269741870165794
4206,3683-QKIUE,Female,False,False,False,6,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,True,Bank transfer,50.8,288.05,True,0.7119512374941148
4207,4228-ZGYUW,Male,False,False,False,4,True,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,90.05,368.1,True,0.2601537067930153
4208,9031-ZVQPT,Male,False,True,False,72,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Electronic check,108.2,7840.6,False,0.8865162282738497
4209,2990-IAJSV,Male,False,False,False,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Bank transfer,92.0,6632.75,False,0.9886192199462195
4210,8107-KNCIM,Male,True,True,False,14,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,75.1,1013.35,False,0.30127731928097823
4211,9027-YFHQJ,Male,False,False,False,7,True,Yes,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,True,Bank transfer,25.05,152.95,False,0.7475855213653406
4212,5176-LDKUH,Female,False,False,False,48,True,No,Fiber optic,No,Yes,No,No,No,No,One year,False,Electronic check,75.15,3772.65,False,0.880308377886502
4213,4644-OBGFZ,Male,False,True,True,55,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,One year,False,Mailed check,19.5,1026.35,False,0.9945524716987917
4214,7926-IJOOU,Male,False,False,False,1,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,False,Credit card,19.3,19.3,False,0.7953040461593999
4215,6480-YAGIY,Male,False,False,False,45,True,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,False,Credit card,112.2,5031.85,False,0.9141113913797017
4216,4029-HPFVY,Male,False,False,False,3,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Mailed check,70.3,220.4,False,0.4059524924597978
4217,7602-DBTOU,Female,False,True,False,71,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,False,Mailed check,19.6,1416.5,False,0.9983229594806933
4218,5345-BMKWB,Male,False,True,False,8,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,False,Mailed check,20.25,158.35,False,0.8412966041107726
4219,3519-ZKXGG,Female,False,True,False,3,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,75.85,256.6,True,0.2697612637703145
4220,5457-COLHT,Male,False,True,True,69,True,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,False,Bank transfer,80.65,5542.55,False,0.9928572058082256
4221,6416-TVAIH,Male,False,True,True,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,68.5,68.5,True,0.32953386475491675
4222,5451-YHYPW,Female,True,True,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card,115.75,8443.7,False,0.9274018577824638
4223,5108-ADXWO,Male,False,False,False,11,True,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,73.5,791.75,True,0.4871128075271919
4224,7998-WNZEM,Male,False,False,False,71,True,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,False,Bank transfer,80.6,5708.2,False,0.9923201468903485
4225,3066-RRJIO,Female,False,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Mailed check,69.95,69.95,True,0.3771639629048553
4226,4664-NJCMS,Female,False,True,False,33,False,NO_PHONE,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,False,Bank transfer,59.55,2016.3,False,0.9460236008118604
4227,0307-BCOPK,Female,False,False,False,16,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,One year,False,Mailed check,19.05,326.65,False,0.9443221901554504
4228,7629-WFGLW,Female,True,True,False,56,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,False,Electronic check,95.65,5471.75,False,0.9101396461247862
4229,2542-HYGIQ,Female,False,False,False,1,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,False,Credit card,19.95,19.95,False,0.7957147565222265
4230,6715-OFDBP,Male,False,False,False,5,True,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,70.05,346.4,True,0.4243446247362017
4231,5016-LIPDW,Male,False,True,True,57,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,One year,False,Mailed check,19.4,1061.6,False,0.9950964188105432
4232,6481-LXPWL,Male,False,True,True,56,False,NO_PHONE,DSL,No,Yes,Yes,No,No,No,One year,True,Credit card,36.1,1971.5,False,0.9740522961246139
4233,1567-DSCIC,Male,False,False,False,8,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,True,Electronic check,94.0,773.65,True,0.2800117135651705
4234,2150-UWTFY,Female,False,True,True,22,True,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,False,Mailed check,61.15,1422.05,True,0.9016009984432592
4235,6124-ACRHJ,Female,False,False,False,1,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,False,Mailed check,19.75,19.75,False,0.7823513778832055
4236,9362-MWODR,Female,False,False,True,40,True,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,True,Credit card,64.1,2460.35,False,0.9407230675609919
4237,9975-GPKZU,Male,False,True,True,46,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,False,Credit card,19.75,856.5,False,0.9953536469817403
4238,9625-RZFUK,Male,False,True,True,63,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,False,Mailed check,19.7,1275.85,False,0.9979680295063795
4239,5153-LXKDT,Male,False,True,True,68,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,True,Electronic check,110.2,7467.5,False,0.9073137959777213
4240,5161-UBZXI,Male,False,True,True,69,True,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,True,Credit card,106.35,7261.75,False,0.9703612042897265
4241,1020-JPQOW,Female,False,True,False,56,True,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,False,Electronic check,90.55,5116.6,False,0.8125038177076662
4242,7919-ZODZZ,Female,False,True,True,10,True,No,DSL,No,Yes,Yes,No,No,Yes,One year,True,Mailed check,65.9,660.05,False,0.821258580660865
4243,0565-JUPYD,Male,False,False,False,63,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,False,Credit card,104.5,6590.8,False,0.9443860853377865
4244,6867-ACCZI,Female,False,True,True,24,False,NO_PHONE,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,True,Mailed check,52.5,1208.15,False,0.9447608297125493
4245,5939-XAIXZ,Female,False,False,False,19,True,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,True,Mailed check,56.1,1033.9,False,0.7152903253358245
4246,9054-FOWNV,Male,False,True,True,22,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,True,Electronic check,88.75,1885.15,False,0.39362815798685913
4247,2683-BPJSO,Male,False,True,False,29,True,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,True,Electronic check,84.45,2467.1,True,0.5985551666783518
4248,2157-MXBJS,Male,False,True,False,13,True,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,True,Mailed check,75.3,989.45,True,0.6930203846581635
4249,8207-VVMYB,Female,False,True,False,70,True,Yes,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,True,Bank transfer,26.0,2006.95,False,0.996458169836334
4250,9732-EQMWY,Female,False,True,False,49,True,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,False,Electronic check,99.4,5025.0,False,0.5847253331565636
4251,9360-AHGNL,Female,True,True,False,43,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,True,Mailed check,109.55,4830.25,True,0.7582533825348335
4252,1087-UDSIH,Female,False,False,False,3,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,True,Mailed check,19.6,59.75,True,0.7518008011674567
4253,5269-NRGDP,Male,False,True,True,42,True,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,False,Electronic check,73.15,3088.25,False,0.9297667632143541
4254,6195-MELTI,Male,False,False,False,57,True,No,DSL,No,Yes,No,Yes,No,No,One year,True,Mailed check,54.65,3134.7,False,0.9824027325570439
4255,5485-WUYWF,Male,True,False,False,2,True,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,False,Bank transfer,66.4,94.55,True,0.6525771917643151
4256,2121-JAFOM,Female,False,True,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card,115.55,8312.4,False,0.9448294983151776
4257,8818-DOPVL,Female,True,False,False,46,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,104.45,4863.85,False,0.3806427865468215
4258,2632-UCGVD,Male,True,True,False,66,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,True,Credit card,100.05,6871.9,True,0.6795727183098743
4259,5445-PZWGX,Male,False,False,False,62,True,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,False,Electronic check,102.0,6529.25,True,0.9223056520711354
4260,1227-UDMZR,Female,False,True,False,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer,91.15,6637.9,False,0.9831317721942207
4261,5198-HQAEN,Male,False,True,True,35,True,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,True,Electronic check,89.7,3165.6,False,0.8178878935847144
4262,9170-CCKOU,Male,False,True,False,17,True,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,False,Credit card,90.2,1454.15,True,0.6766346719052911
4263,2167-FQSTQ,Female,False,True,False,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Electronic check,92.4,6786.1,False,0.9785409401585268
4264,2819-GWENI,Female,False,True,True,28,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,One year,False,Mailed check,19.9,543.0,False,0.9759425591240615
4265,1043-YCUTE,Male,False,True,False,56,True,Yes,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,True,Credit card,25.15,1327.15,True,0.9941513100974751
4266,3814-MLAXC,Female,False,False,False,31,True,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,True,Credit card,79.85,2404.15,True,0.6959487946843389
4267,3572-UUHRS,Male,False,False,False,45,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,One year,False,Bank transfer,18.85,867.3,False,0.9876077964993134
4268,2692-PFYTJ,Female,False,False,False,1,True,Yes,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,True,Mailed check,25.75,25.75,False,0.6976704873457491
4269,1226-UDFZR,Female,False,False,False,2,True,No,DSL,No,Yes,No,No,No,No,Month-to-month,True,Mailed check,49.6,114.7,True,0.6060920125328022
4270,5955-EPOAZ,Female,False,False,False,6,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,True,Mailed check,20.95,109.5,False,0.7932542823654669
4271,6821-JPCDC,Female,False,True,False,48,True,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,97.05,4692.95,False,0.6832144708118773
4272,8815-LMFLX,Male,False,True,True,25,True,Yes,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,True,Bank transfer,25.4,546.85,False,0.9038630771881413
4273,9135-HSWOC,Male,False,True,True,64,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,True,Bank transfer,19.7,1274.05,False,0.997309294686933
4274,8582-KRHPJ,Male,False,False,False,50,False,NO_PHONE,DSL,Yes,Yes,No,No,No,No,Month-to-month,True,Mailed check,35.0,1782.4,False,0.9361931427819797
4275,5811-IWXYM,Female,False,True,True,52,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,False,Bank transfer,101.25,5301.1,False,0.806446372549637
4276,7044-YAACC,Male,True,True,False,4,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.2,280.35,False,0.2718630699221678
4277,8189-XRIKE,Female,True,False,False,32,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,False,Electronic check,90.95,2897.95,False,0.43213634900671793
4278,1506-YJTYT,Male,False,True,True,45,True,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,False,Credit card,73.85,3371.0,False,0.9860388179544499
4279,4123-DVHPH,Male,False,True,False,9,True,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,True,Electronic check,88.05,801.3,False,0.32921432607257806
4280,6425-YQLLO,Female,True,True,False,66,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,True,Credit card,105.95,6975.25,True,0.821700136796833
4281,5442-UTCVD,Male,False,False,True,3,True,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,False,Electronic check,91.85,257.05,True,0.3562746113910574
4282,2228-BZDEE,Female,False,False,False,54,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,False,Mailed check,20.1,1079.45,False,0.9960706906088275
4283,7734-DBOAI,Female,False,True,True,1,False,NO_PHONE,DSL,No,No,No,Yes,Yes,No,Month-to-month,False,Electronic check,40.1,40.1,True,0.4917171117152729
4284,2789-CZANW,Female,False,True,True,64,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,False,Bank transfer,110.3,6997.3,False,0.9568291872848445
4285,2091-RFFBA,Female,True,False,False,31,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,73.9,2217.15,True,0.43985326185860496
4286,2114-MGINA,Female,False,False,False,14,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Mailed check,89.8,1129.1,True,0.3708902644990869
4287,7596-LDUXP,Female,False,False,False,12,True,No,Fiber optic,Yes,No,No,No,Yes,No,One year,True,Credit card,85.15,979.05,False,0.7211438088549855
4288,3740-RLMVT,Male,True,True,False,67,True,No,DSL,Yes,Yes,No,Yes,No,No,One year,True,Bank transfer,60.95,4119.4,False,0.9883950832441802
4289,4489-SNOJF,Female,False,True,True,35,True,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,False,Electronic check,72.25,2568.55,True,0.8758981452063432
4290,2192-OZITF,Female,False,False,False,45,True,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,False,Mailed check,73.55,3349.1,False,0.9835758988632941
4291,5651-CPDND,Male,False,False,False,10,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,46.0,492.1,False,0.7394018792327695
4292,2186-QZEYA,Female,True,False,False,29,True,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,True,Bank transfer,58.55,1718.95,False,0.8021316047683444
4293,1131-ALZWV,Female,False,False,False,24,True,Yes,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,One year,False,Bank transfer,24.6,605.25,False,0.9510342412515062
4294,7729-XBTWX,Male,False,True,True,66,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,True,Mailed check,19.75,1344.5,False,0.9977341150352877
4295,9134-WYRVP,Male,False,False,False,51,True,No,Fiber optic,Yes,No,No,No,Yes,No,One year,False,Mailed check,86.35,4267.15,False,0.9268543666533792
4296,3284-SVCRO,Female,False,True,False,45,True,Yes,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,False,Mailed check,25.5,1121.05,False,0.9911640891622191
4297,9732-OUYRN,Female,False,True,False,49,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,One year,False,Credit card,19.0,918.7,False,0.9907480175352714
4298,0559-CKHUS,Female,False,True,False,29,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,True,Mailed check,19.55,521.8,False,0.9788996327541243
4299,2931-SVLTV,Male,False,True,True,40,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,True,Credit card,110.1,4469.1,False,0.7342290129160097
4300,6899-PPEEA,Female,True,False,False,37,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,96.55,3580.3,True,0.34168813800542774
4301,7504-UWHNB,Male,False,False,False,25,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Electronic check,69.75,1729.35,False,0.5936347455918757
4302,2582-FFFZR,Female,False,False,False,22,False,NO_PHONE,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,50.6,1073.3,False,0.4645712126877798
4303,8908-NMQTX,Male,False,False,False,72,False,NO_PHONE,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer,65.6,4566.5,False,0.9877997035512253
4304,2187-LZGPL,Female,False,False,False,7,False,NO_PHONE,DSL,No,Yes,No,No,No,Yes,Month-to-month,True,Credit card,40.1,293.3,True,0.4745066138781193
4305,1431-AIDJQ,Male,False,True,True,33,True,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card,82.1,2603.1,False,0.9705624950462817
4306,6288-LBEAR,Female,False,False,False,23,True,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,True,Mailed check,79.1,1783.75,False,0.6863623166586255
4307,4597-NUCQV,Male,True,False,False,24,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,101.25,2440.15,True,0.2829595010329997
4308,9019-QVLZD,Female,False,False,False,1,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,False,Electronic check,79.55,79.55,True,0.30900822216957236
4309,8413-YNHNV,Male,False,False,False,69,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Mailed check,90.65,6322.1,False,0.9876971006695165
4310,5808-TOTXO,Female,False,False,True,3,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,One year,True,Credit card,20.55,57.4,False,0.901443831221632
4311,4369-NYSCF,Male,False,False,False,56,True,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,True,Bank transfer,75.75,4284.65,False,0.9569041295123347
4312,6333-YDVLT,Male,False,False,False,65,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,True,Credit card,110.0,7138.65,False,0.8962296988399566
4313,5324-KTGCG,Male,False,True,False,71,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,One year,False,Electronic check,20.85,1539.75,False,0.9960881382153409
4314,5599-HVLTW,Female,True,False,False,14,True,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,True,Bank transfer,80.35,1058.1,False,0.36857025413931266
4315,7394-LWLYN,Female,False,False,False,2,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.15,123.8,False,0.31463338356447756
4316,3707-LRWZD,Female,False,False,False,32,True,Yes,Fiber optic,No,No,No,No,Yes,No,One year,False,Electronic check,84.05,2781.85,True,0.6725138799906122
4317,6873-UDNLD,Male,False,False,False,40,True,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,False,Electronic check,67.45,2731.0,False,0.892340340518611
4318,2700-LUEVA,Male,False,False,False,1,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,False,Credit card,20.75,20.75,False,0.8070438038482259
4319,1455-ESIQH,Male,False,False,False,1,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,89.1,89.1,True,0.21174264228863982
4320,0958-YHXGP,Female,False,False,False,7,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Mailed check,69.9,497.3,False,0.4307453065146333
4321,1101-SSWAG,Female,False,True,False,15,True,Yes,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,51.1,711.15,False,0.5932718143946014
4322,2979-SXESE,Female,False,True,True,17,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,False,Electronic check,94.4,1607.2,True,0.5203462321659111
4323,4013-TLDHQ,Male,False,False,False,19,True,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,True,Electronic check,78.25,1490.95,True,0.4734619027934732
4324,5743-KHMNA,Male,False,False,False,71,True,Yes,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,False,Bank transfer,25.55,1898.1,False,0.9976895383480873
4325,4194-FJARJ,Female,False,True,True,54,True,Yes,DSL,Yes,No,No,Yes,No,No,Two year,False,Bank transfer,60.0,3273.95,False,0.9920236992703887
4326,5325-UWTWJ,Male,False,True,False,31,True,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,True,Credit card,90.55,2929.75,False,0.7769677706331705
4327,3969-GYXEL,Female,False,False,False,11,True,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,False,Electronic check,76.4,838.7,False,0.5801640613919559
4328,9208-OLGAQ,Female,True,False,False,18,True,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,True,Electronic check,84.95,1443.65,False,0.32657123914709263
4329,3244-CQPHU,Female,True,False,False,72,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,True,Bank transfer,110.1,7746.7,False,0.93285592430904
4330,2674-MLXMN,Female,True,False,False,71,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Credit card,99.65,6951.15,False,0.6760705767482735
4331,9708-HPXWZ,Male,True,False,False,5,False,NO_PHONE,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,False,Credit card,45.4,214.75,False,0.5500293913486294
4332,6992-TKNYO,Male,False,True,False,38,True,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,False,Credit card,69.0,2669.45,False,0.9375119162016406
4333,4468-YDOVK,Male,False,False,True,5,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,True,Bank transfer,48.65,235.2,False,0.7305242089281293
4334,3754-DXMRT,Male,True,False,False,2,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,44.15,92.65,True,0.4324238551662237
