customerID	gender	SeniorCitizen	Partner	Dependents	tenure	PhoneService	MultipleLines	InternetService	OnlineSecurity	OnlineBackup	DeviceProtection	TechSupport	StreamingTV	StreamingMovies	Contract	PaperlessBilling	PaymentMethod	MonthlyCharges	TotalCharges	Churn	probability
7858-GTZSP	Female	No	No	No	12	Yes	Yes	Fiber optic	No	No	No	No	No	Yes	Month-to-month	Yes	Electronic check	86.55	1066.9	No	0.72322317851
3285-UCQVC	Female	No	No	No	37	No	No phone service	DSL	No	No	No	Yes	No	No	Month-to-month	No	Credit card (automatic)	28.6	973.55	Yes	0.315445004456
6248-BSHKG	Male	No	Yes	Yes	61	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Mailed check	20.4	1226.45	No	0.0107079022342
4685-TFLLS	Male	No	Yes	Yes	18	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Bank transfer (automatic)	19.8	342.3	No	0.0317846827796
3470-BTGQO	Male	No	No	Yes	21	Yes	No	DSL	No	No	No	No	No	No	Month-to-month	No	Mailed check	45.65	985.05	No	0.152126534861
1209-VFFOC	Male	No	Yes	Yes	68	No	No phone service	DSL	Yes	Yes	Yes	Yes	No	Yes	Two year	Yes	Mailed check	56.4	3948.45	No	0.0123173977312
8224-DWCKX	Male	Yes	No	No	12	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Credit card (automatic)	73.3	828.05	No	0.419875084045
5482-PLVPE	Female	Yes	No	No	2	No	No phone service	DSL	No	No	No	No	No	No	Month-to-month	No	Electronic check	24.35	41.85	Yes	0.612845294528
4553-DVPZG	Female	No	Yes	No	62	Yes	Yes	Fiber optic	No	No	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	101.35	6164.7	No	0.374775048511
4902-OHLSK	Female	Yes	No	No	29	Yes	Yes	Fiber optic	No	No	No	Yes	Yes	Yes	Month-to-month	No	Electronic check	98.65	2862.75	Yes	0.51281057608
6917-IAYHD	Male	No	No	Yes	1	No	No phone service	DSL	No	Yes	No	Yes	No	No	Month-to-month	No	Mailed check	33.6	33.6	No	0.285565368414
0495-ZBNGW	Male	Yes	Yes	No	5	Yes	Yes	Fiber optic	No	No	Yes	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	79.9	343.95	Yes	0.729700973138
8620-RJPZN	Female	No	No	No	1	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Electronic check	20.7	20.7	No	0.373980562505
7572-KPVKK	Male	No	No	Yes	62	Yes	Yes	Fiber optic	No	No	Yes	Yes	Yes	Yes	Two year	Yes	Electronic check	104.05	6590.5	No	0.141269185188
2642-MAWLJ	Female	No	Yes	Yes	36	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Bank transfer (automatic)	20.25	717.95	No	0.002
2357-COQEK	Female	Yes	No	No	28	Yes	Yes	Fiber optic	No	No	Yes	Yes	Yes	Yes	Month-to-month	Yes	Electronic check	103.3	2890.65	Yes	0.612189195935
7103-ZGVNT	Female	No	Yes	Yes	69	Yes	Yes	DSL	Yes	Yes	No	Yes	Yes	No	One year	No	Credit card (automatic)	73.7	4885.85	No	0.0268393013015
3737-GCSPV	Female	No	Yes	No	11	Yes	Yes	Fiber optic	Yes	No	No	Yes	Yes	No	Month-to-month	Yes	Credit card (automatic)	96.2	1222.05	Yes	0.451972261879
2027-WKXMW	Female	No	Yes	No	63	Yes	Yes	Fiber optic	No	Yes	Yes	Yes	Yes	Yes	Month-to-month	Yes	Electronic check	108.75	6871.7	No	0.235282711865
7137-NAXML	Male	No	No	No	23	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Bank transfer (automatic)	20.15	405.6	No	0.0324190283192
2428-ZMCTB	Male	No	No	No	10	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Credit card (automatic)	19.75	208.25	No	0.0793503838668
2961-VNFKL	Female	No	Yes	No	71	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Credit card (automatic)	25.95	1801.9	No	0.00540606060606
1768-HNVGJ	Female	Yes	No	No	45	Yes	Yes	DSL	Yes	No	No	Yes	No	Yes	Month-to-month	Yes	Electronic check	70.05	3062.45	No	0.208872842799
6963-KQYQB	Female	No	Yes	Yes	70	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	24.05	1764.75	No	0.00716714766715
5934-RMPOV	Female	No	No	Yes	22	Yes	Yes	Fiber optic	No	No	No	No	No	Yes	Month-to-month	Yes	Electronic check	84.75	1816.75	No	0.448358018376
1207-BLKSA	Female	No	Yes	Yes	52	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	23.05	1255.1	No	0.00716714766715
4088-YLDSU	Male	No	Yes	No	55	Yes	Yes	Fiber optic	No	No	Yes	Yes	Yes	Yes	One year	Yes	Electronic check	104.15	5743.05	Yes	0.319221534314
8316-BBQAY	Female	No	No	No	65	No	No phone service	DSL	Yes	No	Yes	Yes	Yes	Yes	Two year	No	Credit card (automatic)	59.95	3921.1	No	0.00541441441441
1166-PQLGG	Female	No	Yes	Yes	72	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Bank transfer (automatic)	19.55	1463.45	No	0.00242857142857
3146-JTQHR	Male	No	Yes	No	10	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Bank transfer (automatic)	19.6	189.45	No	0.0436636627155
4291-YZODP	Female	No	No	Yes	7	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Mailed check	20.05	96.8	No	0.0525048622762
4395-PZMSN	Male	Yes	No	No	5	Yes	No	Fiber optic	No	Yes	No	No	No	Yes	Month-to-month	Yes	Electronic check	85.55	408.5	No	0.59551964455
6427-FEFIG	Female	No	Yes	Yes	24	Yes	Yes	DSL	Yes	No	Yes	No	Yes	Yes	Two year	No	Credit card (automatic)	78.6	1846.65	No	0.0497333344583
0017-IUDMW	Female	No	Yes	Yes	72	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Credit card (automatic)	116.8	8456.75	No	0.018045361526
8706-HRADD	Male	No	No	No	21	No	No phone service	DSL	Yes	No	No	Yes	Yes	No	Month-to-month	Yes	Mailed check	43.55	1011.5	No	0.245620959945
9955-QOPOY	Male	No	Yes	No	69	No	No phone service	DSL	No	Yes	Yes	Yes	Yes	Yes	One year	Yes	Credit card (automatic)	60.8	4263.4	No	0.10189158929
4385-ZKVNW	Male	No	Yes	Yes	44	Yes	No	DSL	No	Yes	No	Yes	No	No	Month-to-month	Yes	Bank transfer (automatic)	54.9	2549.1	No	0.0805471702865
5446-DKWYW	Female	Yes	Yes	Yes	61	Yes	Yes	DSL	No	No	Yes	No	Yes	No	One year	Yes	Electronic check	65.2	3965.05	No	0.139764016512
2034-CGRHZ	Male	Yes	No	No	24	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	Yes	Month-to-month	Yes	Credit card (automatic)	102.95	2496.7	Yes	0.600782377311
5797-APWZC	Female	No	No	No	1	Yes	No	Fiber optic	No	No	No	No	Yes	Yes	Month-to-month	No	Electronic check	90.6	90.6	Yes	0.85003171173
3683-QKIUE	Female	No	No	No	6	Yes	No	DSL	No	No	No	Yes	No	No	Month-to-month	Yes	Bank transfer (automatic)	50.8	288.05	Yes	0.362173764829
4228-ZGYUW	Male	No	No	No	4	Yes	Yes	Fiber optic	No	Yes	No	No	No	Yes	Month-to-month	Yes	Electronic check	90.05	368.1	Yes	0.832787181126
9031-ZVQPT	Male	No	Yes	No	72	Yes	Yes	Fiber optic	No	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Electronic check	108.2	7840.6	No	0.114203662761
2990-IAJSV	Male	No	No	No	72	Yes	Yes	DSL	Yes	Yes	Yes	Yes	Yes	Yes	Two year	No	Bank transfer (automatic)	92.0	6632.75	No	0.0116062569683
8107-KNCIM	Male	Yes	Yes	No	14	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	75.1	1013.35	No	0.582589076585
9027-YFHQJ	Male	No	No	No	7	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	Yes	Bank transfer (automatic)	25.05	152.95	No	0.113990258798
5176-LDKUH	Female	No	No	No	48	Yes	No	Fiber optic	No	Yes	No	No	No	No	One year	No	Electronic check	75.15	3772.65	No	0.13288631129
4644-OBGFZ	Male	No	Yes	Yes	55	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Mailed check	19.5	1026.35	No	0.0150163524047
7926-IJOOU	Male	No	No	No	1	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Credit card (automatic)	19.3	19.3	No	0.218546410392
6480-YAGIY	Male	No	No	No	45	Yes	No	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	One year	No	Credit card (automatic)	112.2	5031.85	No	0.205248635834
4029-HPFVY	Male	No	No	No	3	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Mailed check	70.3	220.4	No	0.408703313456
7602-DBTOU	Female	No	Yes	No	71	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	19.6	1416.5	No	0.00745555555556
5345-BMKWB	Male	No	Yes	No	8	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	20.25	158.35	No	0.150372538899
3519-ZKXGG	Female	No	Yes	No	3	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	75.85	256.6	Yes	0.734800481089
5457-COLHT	Male	No	Yes	Yes	69	Yes	No	DSL	Yes	Yes	No	Yes	Yes	Yes	Two year	No	Bank transfer (automatic)	80.65	5542.55	No	0.0251195518485
6416-TVAIH	Male	No	Yes	Yes	1	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	68.5	68.5	Yes	0.835821013025
5451-YHYPW	Female	Yes	Yes	No	72	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Credit card (automatic)	115.75	8443.7	No	0.0183170790538
5108-ADXWO	Male	No	No	No	11	Yes	No	Fiber optic	Yes	No	No	No	No	No	Month-to-month	Yes	Electronic check	73.5	791.75	Yes	0.511806526352
7998-WNZEM	Male	No	No	No	71	Yes	Yes	DSL	Yes	Yes	Yes	Yes	No	Yes	Two year	No	Bank transfer (automatic)	80.6	5708.2	No	0.00981851988444
3066-RRJIO	Female	No	No	No	1	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Mailed check	69.95	69.95	Yes	0.805401745348
4664-NJCMS	Female	No	Yes	No	33	No	No phone service	DSL	Yes	No	Yes	Yes	Yes	Yes	Two year	No	Bank transfer (automatic)	59.55	2016.3	No	0.0159741142565
0307-BCOPK	Female	No	No	No	16	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Mailed check	19.05	326.65	No	0.0254098270511
7629-WFGLW	Female	Yes	Yes	No	56	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	No	No	One year	No	Electronic check	95.65	5471.75	No	0.172678480194
2542-HYGIQ	Female	No	No	No	1	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Credit card (automatic)	19.95	19.95	No	0.248029490191
6715-OFDBP	Male	No	No	No	5	Yes	No	DSL	No	No	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	70.05	346.4	Yes	0.567355195668
5016-LIPDW	Male	No	Yes	Yes	57	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Mailed check	19.4	1061.6	No	0.00703757256389
6481-LXPWL	Male	No	Yes	Yes	56	No	No phone service	DSL	No	Yes	Yes	No	No	No	One year	Yes	Credit card (automatic)	36.1	1971.5	No	0.0807042970531
1567-DSCIC	Male	No	No	No	8	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	No	Month-to-month	Yes	Electronic check	94.0	773.65	Yes	0.738151015255
2150-UWTFY	Female	No	Yes	Yes	22	Yes	No	DSL	Yes	Yes	Yes	No	No	No	Month-to-month	No	Mailed check	61.15	1422.05	Yes	0.150826543
6124-ACRHJ	Female	No	No	No	1	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	19.75	19.75	No	0.378440905332
9362-MWODR	Female	No	No	Yes	40	Yes	No	DSL	Yes	No	No	Yes	Yes	No	Month-to-month	Yes	Credit card (automatic)	64.1	2460.35	No	0.102321770492
9975-GPKZU	Male	No	Yes	Yes	46	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Credit card (automatic)	19.75	856.5	No	0.00888888888889
9625-RZFUK	Male	No	Yes	Yes	63	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	19.7	1275.85	No	0.00477931034483
5153-LXKDT	Male	No	Yes	Yes	68	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	Yes	Yes	Two year	Yes	Electronic check	110.2	7467.5	No	0.126198102246
5161-UBZXI	Male	No	Yes	Yes	69	Yes	No	Fiber optic	Yes	Yes	No	Yes	Yes	Yes	Two year	Yes	Credit card (automatic)	106.35	7261.75	No	0.0639705392819
1020-JPQOW	Female	No	Yes	No	56	Yes	Yes	Fiber optic	No	Yes	Yes	Yes	No	No	Month-to-month	No	Electronic check	90.55	5116.6	No	0.230883263302
7919-ZODZZ	Female	No	Yes	Yes	10	Yes	No	DSL	No	Yes	Yes	No	No	Yes	One year	Yes	Mailed check	65.9	660.05	No	0.139457189779
0565-JUPYD	Male	No	No	No	63	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	No	One year	No	Credit card (automatic)	104.5	6590.8	No	0.13635393078
6867-ACCZI	Female	No	Yes	Yes	24	No	No phone service	DSL	Yes	Yes	Yes	Yes	No	Yes	Two year	Yes	Mailed check	52.5	1208.15	No	0.0127107501175
5939-XAIXZ	Female	No	No	No	19	Yes	Yes	DSL	No	No	Yes	No	No	No	Month-to-month	Yes	Mailed check	56.1	1033.9	No	0.202802713846
9054-FOWNV	Male	No	Yes	Yes	22	Yes	Yes	Fiber optic	No	No	Yes	No	Yes	No	Month-to-month	Yes	Electronic check	88.75	1885.15	No	0.491952529608
2683-BPJSO	Male	No	Yes	No	29	Yes	Yes	Fiber optic	Yes	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	84.45	2467.1	Yes	0.497241903753
2157-MXBJS	Male	No	Yes	No	13	Yes	Yes	DSL	No	No	Yes	No	Yes	Yes	One year	Yes	Mailed check	75.3	989.45	Yes	0.344028466971
8207-VVMYB	Female	No	Yes	No	70	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Bank transfer (automatic)	26.0	2006.95	No	0.0008
9732-EQMWY	Female	No	Yes	No	49	Yes	No	Fiber optic	No	Yes	Yes	No	Yes	Yes	Month-to-month	No	Electronic check	99.4	5025.0	No	0.28961613537
9360-AHGNL	Female	Yes	Yes	No	43	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	One year	Yes	Mailed check	109.55	4830.25	Yes	0.253637342698
1087-UDSIH	Female	No	No	No	3	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	Yes	Mailed check	19.6	59.75	Yes	0.182285147853
5269-NRGDP	Male	No	Yes	Yes	42	Yes	No	DSL	No	No	Yes	Yes	Yes	Yes	One year	No	Electronic check	73.15	3088.25	No	0.0886332823268
6195-MELTI	Male	No	No	No	57	Yes	No	DSL	No	Yes	No	Yes	No	No	One year	Yes	Mailed check	54.65	3134.7	No	0.133653826515
5485-WUYWF	Male	Yes	No	No	2	Yes	No	DSL	Yes	No	Yes	No	Yes	No	Month-to-month	No	Bank transfer (automatic)	66.4	94.55	Yes	0.560284987411
2121-JAFOM	Female	No	Yes	No	72	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Credit card (automatic)	115.55	8312.4	No	0.0121500643501
8818-DOPVL	Female	Yes	No	No	46	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	104.45	4863.85	No	0.426247868642
2632-UCGVD	Male	Yes	Yes	No	66	Yes	Yes	Fiber optic	No	No	No	Yes	Yes	Yes	Month-to-month	Yes	Credit card (automatic)	100.05	6871.9	Yes	0.324303071712
5445-PZWGX	Male	No	No	No	62	Yes	Yes	Fiber optic	Yes	Yes	No	Yes	No	Yes	One year	No	Electronic check	102.0	6529.25	Yes	0.276449931413
1227-UDMZR	Female	No	Yes	No	72	Yes	Yes	DSL	Yes	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Bank transfer (automatic)	91.15	6637.9	No	0.00190476190476
5198-HQAEN	Male	No	Yes	Yes	35	Yes	No	Fiber optic	No	Yes	No	Yes	Yes	No	One year	Yes	Electronic check	89.7	3165.6	No	0.145206010035
9170-CCKOU	Male	No	Yes	No	17	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	No	No	Month-to-month	No	Credit card (automatic)	90.2	1454.15	Yes	0.390495678498
2167-FQSTQ	Female	No	Yes	No	72	Yes	Yes	DSL	Yes	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Electronic check	92.4	6786.1	No	0.0710669967325
2819-GWENI	Female	No	Yes	Yes	28	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Mailed check	19.9	543.0	No	0.00453782398153
1043-YCUTE	Male	No	Yes	No	56	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Credit card (automatic)	25.15	1327.15	Yes	0.00475620066208
3814-MLAXC	Female	No	No	No	31	Yes	Yes	Fiber optic	No	No	No	Yes	No	No	Month-to-month	Yes	Credit card (automatic)	79.85	2404.15	Yes	0.352882469334
3572-UUHRS	Male	No	No	No	45	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Bank transfer (automatic)	18.85	867.3	No	0.030288774314
2692-PFYTJ	Female	No	No	No	1	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	Yes	Mailed check	25.75	25.75	No	0.247735960647
1226-UDFZR	Female	No	No	No	2	Yes	No	DSL	No	Yes	No	No	No	No	Month-to-month	Yes	Mailed check	49.6	114.7	Yes	0.470743186854
5955-EPOAZ	Female	No	No	No	6	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	Yes	Mailed check	20.95	109.5	No	0.066003153624
6821-JPCDC	Female	No	Yes	No	48	Yes	No	Fiber optic	No	Yes	Yes	No	Yes	Yes	One year	Yes	Electronic check	97.05	4692.95	No	0.235580719947
8815-LMFLX	Male	No	Yes	Yes	25	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	Yes	Bank transfer (automatic)	25.4	546.85	No	0.107226732866
9135-HSWOC	Male	No	Yes	Yes	64	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Bank transfer (automatic)	19.7	1274.05	No	0.0102496586448
8582-KRHPJ	Male	No	No	No	50	No	No phone service	DSL	Yes	Yes	No	No	No	No	Month-to-month	Yes	Mailed check	35.0	1782.4	No	0.126922528887
5811-IWXYM	Female	No	Yes	Yes	52	Yes	Yes	Fiber optic	No	No	Yes	No	Yes	Yes	One year	No	Bank transfer (automatic)	101.25	5301.1	No	0.138486768433
7044-YAACC	Male	Yes	Yes	No	4	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	70.2	280.35	No	0.538694700168
8189-XRIKE	Female	Yes	No	No	32	Yes	No	Fiber optic	No	No	No	No	Yes	Yes	Month-to-month	No	Electronic check	90.95	2897.95	No	0.417423974956
1506-YJTYT	Male	No	Yes	Yes	45	Yes	Yes	DSL	Yes	Yes	No	Yes	Yes	No	Two year	No	Credit card (automatic)	73.85	3371.0	No	0.0227093664761
4123-DVHPH	Male	No	Yes	No	9	Yes	Yes	Fiber optic	Yes	No	No	No	No	Yes	Month-to-month	Yes	Electronic check	88.05	801.3	No	0.549830009918
6425-YQLLO	Female	Yes	Yes	No	66	Yes	Yes	Fiber optic	No	No	Yes	Yes	Yes	Yes	One year	Yes	Credit card (automatic)	105.95	6975.25	Yes	0.256795879577
5442-UTCVD	Male	No	No	Yes	3	Yes	Yes	Fiber optic	No	No	Yes	No	No	Yes	Month-to-month	No	Electronic check	91.85	257.05	Yes	0.619477045562
2228-BZDEE	Female	No	No	No	54	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	20.1	1079.45	No	0.0185172413793
7734-DBOAI	Female	No	Yes	Yes	1	No	No phone service	DSL	No	No	No	Yes	Yes	No	Month-to-month	No	Electronic check	40.1	40.1	Yes	0.53691496908
2789-CZANW	Female	No	Yes	Yes	64	Yes	Yes	Fiber optic	Yes	Yes	No	Yes	Yes	Yes	Two year	No	Bank transfer (automatic)	110.3	6997.3	No	0.0690612173144
2091-RFFBA	Female	Yes	No	No	31	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	73.9	2217.15	Yes	0.653988163921
2114-MGINA	Female	No	No	No	14	Yes	No	Fiber optic	No	No	No	No	Yes	Yes	Month-to-month	Yes	Mailed check	89.8	1129.1	Yes	0.570237070357
7596-LDUXP	Female	No	No	No	12	Yes	No	Fiber optic	Yes	No	No	No	Yes	No	One year	Yes	Credit card (automatic)	85.15	979.05	No	0.256985165576
3740-RLMVT	Male	Yes	Yes	No	67	Yes	No	DSL	Yes	Yes	No	Yes	No	No	One year	Yes	Bank transfer (automatic)	60.95	4119.4	No	0.08612316877
4489-SNOJF	Female	No	Yes	Yes	35	Yes	Yes	DSL	Yes	No	Yes	Yes	Yes	No	Month-to-month	No	Electronic check	72.25	2568.55	Yes	0.279571616243
2192-OZITF	Female	No	No	No	45	Yes	Yes	DSL	Yes	No	No	Yes	No	Yes	Two year	No	Mailed check	73.55	3349.1	No	0.0246948967401
5651-CPDND	Male	No	No	No	10	Yes	No	DSL	No	No	No	No	No	No	Month-to-month	No	Mailed check	46.0	492.1	No	0.255708525638
2186-QZEYA	Female	Yes	No	No	29	Yes	Yes	DSL	Yes	Yes	No	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	58.55	1718.95	No	0.206740033115
1131-ALZWV	Female	No	No	No	24	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Bank transfer (automatic)	24.6	605.25	No	0.0639680788313
7729-XBTWX	Male	No	Yes	Yes	66	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Mailed check	19.75	1344.5	No	0.0151630465361
9134-WYRVP	Male	No	No	No	51	Yes	No	Fiber optic	Yes	No	No	No	Yes	No	One year	No	Mailed check	86.35	4267.15	No	0.116349996627
3284-SVCRO	Female	No	Yes	No	45	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	25.5	1121.05	No	0.00287878787879
9732-OUYRN	Female	No	Yes	No	49	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Credit card (automatic)	19.0	918.7	No	0.0200428460428
0559-CKHUS	Female	No	Yes	No	29	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Mailed check	19.55	521.8	No	0.0114760604942
2931-SVLTV	Male	No	Yes	Yes	40	Yes	Yes	Fiber optic	Yes	Yes	No	Yes	Yes	Yes	Month-to-month	Yes	Credit card (automatic)	110.1	4469.1	No	0.219383109693
6899-PPEEA	Female	Yes	No	No	37	Yes	Yes	Fiber optic	No	No	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	96.55	3580.3	Yes	0.747556770182
7504-UWHNB	Male	No	No	No	25	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	69.75	1729.35	No	0.327482235366
2582-FFFZR	Female	No	No	No	22	No	No phone service	DSL	No	No	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	50.6	1073.3	No	0.355942778055
8908-NMQTX	Male	No	No	No	72	No	No phone service	DSL	Yes	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Bank transfer (automatic)	65.6	4566.5	No	0.00471428571429
2187-LZGPL	Female	No	No	No	7	No	No phone service	DSL	No	Yes	No	No	No	Yes	Month-to-month	Yes	Credit card (automatic)	40.1	293.3	Yes	0.470386632118
1431-AIDJQ	Male	No	Yes	Yes	33	Yes	No	DSL	No	Yes	Yes	Yes	Yes	Yes	Two year	No	Credit card (automatic)	82.1	2603.1	No	0.0327946127646
6288-LBEAR	Female	No	No	No	23	Yes	No	Fiber optic	No	Yes	No	Yes	No	No	Month-to-month	Yes	Mailed check	79.1	1783.75	No	0.250653227285
4597-NUCQV	Male	Yes	No	No	24	Yes	Yes	Fiber optic	No	Yes	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	101.25	2440.15	Yes	0.752744177227
9019-QVLZD	Female	No	No	No	1	Yes	No	Fiber optic	No	No	No	No	Yes	No	Month-to-month	No	Electronic check	79.55	79.55	Yes	0.828981441093
8413-YNHNV	Male	No	No	No	69	Yes	Yes	DSL	Yes	Yes	Yes	Yes	Yes	Yes	Two year	No	Mailed check	90.65	6322.1	No	0.0185490449728
5808-TOTXO	Female	No	No	Yes	3	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	Yes	Credit card (automatic)	20.55	57.4	No	0.0757227714643
4369-NYSCF	Male	No	No	No	56	Yes	No	DSL	No	Yes	No	Yes	Yes	Yes	One year	Yes	Bank transfer (automatic)	75.75	4284.65	No	0.147880585032
6333-YDVLT	Male	No	No	No	65	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	One year	Yes	Credit card (automatic)	110.0	7138.65	No	0.16965695654
5324-KTGCG	Male	No	Yes	No	71	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Electronic check	20.85	1539.75	No	0.0418577080914
5599-HVLTW	Female	Yes	No	No	14	Yes	Yes	Fiber optic	No	No	Yes	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	80.35	1058.1	No	0.556565391453
7394-LWLYN	Female	No	No	No	2	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	70.15	123.8	No	0.53548834228
3707-LRWZD	Female	No	No	No	32	Yes	Yes	Fiber optic	No	No	No	No	Yes	No	One year	No	Electronic check	84.05	2781.85	Yes	0.320302744989
6873-UDNLD	Male	No	No	No	40	Yes	No	DSL	Yes	No	Yes	No	No	Yes	Month-to-month	No	Electronic check	67.45	2731.0	No	0.168395867449
2700-LUEVA	Male	No	No	No	1	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Credit card (automatic)	20.75	20.75	No	0.167712523183
1455-ESIQH	Male	No	No	No	1	Yes	No	Fiber optic	No	No	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	89.1	89.1	Yes	0.877313897853
0958-YHXGP	Female	No	No	No	7	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Mailed check	69.9	497.3	No	0.367591071793
